route,trip_id,Datetime,city,state,Latitude,Longitude
San Francisco_Salt Lake City,Trip_3,2022-01-27 20:11:54.678803,Reno,Nevada,39.5497,-119.8483
Phoenix_San Antonio,Trip_2,2022-01-27 21:14:08.657609,Las Cruces,New Mexico,32.3265,-106.7893
Portland_Los Angeles,Trip_2,2022-01-27 22:25:44.779710,Redding,California,40.5698,-122.365
Chicago_Dallas,Trip_3,2022-01-27 23:19:15.325855,Oklahoma City,Oklahoma,35.4676,-97.5136
Dallas_Salt Lake City,Trip_2,2022-01-28 04:31:46.078956,Rock Springs,Wyoming,41.5947,-109.2209
San Francisco_Salt Lake City,Trip_3,2022-01-28 09:05:59.641022,Fernley,Nevada,39.5627,-119.1906
San Francisco_Salt Lake City,Trip_3,2022-01-28 23:42:14.346440,Winnemucca,Nevada,40.9645,-117.7247
Dallas_Salt Lake City,Trip_2,2022-01-29 00:34:39.311539,Rawlins,Wyoming,41.7849,-107.2265
Chicago_Dallas,Trip_3,2022-01-29 01:28:50.919519,Denton,Texas,33.2175,-97.1418
Dallas_Salt Lake City,Trip_2,2022-01-29 06:55:39.262096,Laramie,Wyoming,41.3099,-105.6085
Chicago_Dallas,Trip_3,2022-01-29 07:04:48.426335,Dallas,Texas,32.7935,-96.7667
Phoenix_San Antonio,Trip_2,2022-01-29 07:51:11.552957,Lordsburg,New Mexico,32.3438,-108.7021
San Francisco_Salt Lake City,Trip_3,2022-01-29 08:47:48.668850,Elko,Nevada,40.8381,-115.7678
Portland_Los Angeles,Trip_2,2022-01-29 10:47:17.631520,Ashland,Oregon,42.1905,-122.6992
Dallas_Salt Lake City,Trip_2,2022-01-29 10:58:57.671478,Cheyenne,Wyoming,41.135,-104.7902
San Francisco_Salt Lake City,Trip_3,2022-01-29 15:10:49.555537,Wendover,Utah,40.7241,-114.025
Chicago_Dallas,Trip_3,2022-01-29 15:41:07.028988,Dallas,Texas,32.7935,-96.7667
Phoenix_San Antonio,Trip_2,2022-01-29 22:14:54.687721,Willcox,Arizona,32.2515,-109.8359
San Francisco_Salt Lake City,Trip_3,2022-01-29 23:14:39.431681,Salt Lake City,Utah,40.7776,-111.9311
San Francisco_Salt Lake City,Trip_3,2022-01-30 00:38:00.282580,Salt Lake City,Utah,40.7776,-111.9311
Portland_Los Angeles,Trip_2,2022-01-30 02:31:13.995932,Medford,Oregon,42.3372,-122.854
Chicago_Dallas,Trip_3,2022-01-30 06:57:42.219605,Denton,Texas,33.2175,-97.1418
Dallas_Salt Lake City,Trip_2,2022-01-30 08:22:41.089642,Denver,Colorado,39.762,-104.8758
Portland_Los Angeles,Trip_2,2022-01-30 08:42:44.426167,Roseburg,Oregon,43.2231,-123.352
Phoenix_San Antonio,Trip_2,2022-01-30 09:46:53.802259,Tucson,Arizona,32.1541,-110.8787
Portland_Los Angeles,Trip_2,2022-01-30 15:30:10.554602,Eugene,Oregon,44.0564,-123.1174
Chicago_Dallas,Trip_3,2022-01-30 19:22:25.741889,Oklahoma City,Oklahoma,35.4676,-97.5136
Phoenix_San Antonio,Trip_2,2022-01-30 20:56:36.655852,Phoenix,Arizona,33.5722,-112.0892
Phoenix_San Antonio,Trip_3,2022-01-30 20:56:36.655852,Phoenix,Arizona,33.5722,-112.0892
San Francisco_Salt Lake City,Trip_3,2022-01-30 22:25:09.475052,Wendover,Utah,40.7241,-114.025
Portland_Los Angeles,Trip_2,2022-01-31 02:04:08.690399,Salem,Oregon,44.9233,-123.0244
Chicago_Dallas,Trip_3,2022-01-31 05:41:46.810515,Tulsa,Oklahoma,36.1283,-95.9042
San Francisco_Salt Lake City,Trip_3,2022-01-31 05:45:47.428473,Elko,Nevada,40.8381,-115.7678
Phoenix_San Antonio,Trip_3,2022-01-31 08:53:10.791241,Tucson,Arizona,32.1541,-110.8787
Dallas_Salt Lake City,Trip_2,2022-01-31 11:11:51.404398,Colby,Kansas,39.3848,-101.0452
Phoenix_San Antonio,Trip_3,2022-01-31 17:26:18.152569,Benson,Arizona,31.9157,-110.3257
Portland_Los Angeles,Trip_3,2022-01-31 18:51:53.104242,Portland,Oregon,45.5371,-122.65
Portland_Los Angeles,Trip_2,2022-01-31 18:51:53.104242,Portland,Oregon,45.5371,-122.65
Chicago_Dallas,Trip_3,2022-01-31 21:39:54.030610,Joplin,Missouri,37.0757,-94.5018
San Francisco_Salt Lake City,Trip_3,2022-01-31 22:52:22.942433,Winnemucca,Nevada,40.9645,-117.7247
Portland_Los Angeles,Trip_3,2022-01-31 22:58:28.824313,Salem,Oregon,44.9233,-123.0244
Dallas_Salt Lake City,Trip_2,2022-02-01 03:38:12.899796,Hays,Kansas,38.8821,-99.3221
Phoenix_San Antonio,Trip_3,2022-02-01 09:56:39.216956,Willcox,Arizona,32.2515,-109.8359
Chicago_Dallas,Trip_3,2022-02-01 11:20:22.129672,Springfield,Missouri,37.1943,-93.2916
Dallas_Salt Lake City,Trip_2,2022-02-01 14:37:23.983234,Salina,Kansas,38.8136,-97.6143
Portland_Los Angeles,Trip_3,2022-02-01 14:59:53.251049,Eugene,Oregon,44.0564,-123.1174
San Francisco_Salt Lake City,Trip_3,2022-02-01 15:00:57.933920,Fernley,Nevada,39.5627,-119.1906
Phoenix_San Antonio,Trip_3,2022-02-01 18:51:29.512288,Lordsburg,New Mexico,32.3438,-108.7021
Dallas_Salt Lake City,Trip_2,2022-02-01 21:01:36.804608,Wichita,Kansas,37.6895,-97.3443
San Francisco_Salt Lake City,Trip_3,2022-02-02 02:37:10.278734,Reno,Nevada,39.5497,-119.8483
Portland_Los Angeles,Trip_3,2022-02-02 03:04:43.731963,Roseburg,Oregon,43.2231,-123.352
Phoenix_San Antonio,Trip_3,2022-02-02 04:14:09.514194,Deming,New Mexico,32.2631,-107.7525
Chicago_Dallas,Trip_3,2022-02-02 05:15:07.870762,Rolla,Missouri,37.9459,-91.7607
Portland_Los Angeles,Trip_3,2022-02-02 07:20:30.128154,Medford,Oregon,42.3372,-122.854
Dallas_Salt Lake City,Trip_2,2022-02-02 09:24:51.282064,Oklahoma City,Oklahoma,35.4676,-97.5136
San Francisco_Salt Lake City,Trip_3,2022-02-02 09:28:24.405560,Truckee,California,39.3455,-120.1848
Portland_Los Angeles,Trip_3,2022-02-02 17:36:45.719306,Ashland,Oregon,42.1905,-122.6992
San Francisco_Salt Lake City,Trip_3,2022-02-02 20:09:43.923937,Auburn,California,38.895,-121.0777
Dallas_Salt Lake City,Trip_2,2022-02-02 21:39:54.066270,Denton,Texas,33.2175,-97.1418
Phoenix_San Antonio,Trip_3,2022-02-02 22:36:50.005381,Las Cruces,New Mexico,32.3265,-106.7893
Chicago_Dallas,Trip_3,2022-02-03 02:08:18.810543,St. Louis,Missouri,38.6359,-90.2451
Phoenix_San Antonio,Trip_3,2022-02-03 03:16:34.670867,El Paso,Texas,31.8476,-106.43
Portland_Los Angeles,Trip_3,2022-02-03 05:14:58.454242,Yreka,California,41.7291,-122.6312
Dallas_Salt Lake City,Trip_2,2022-02-03 09:28:30.740783,Dallas,Texas,32.7935,-96.7667
Dallas_Salt Lake City,Trip_3,2022-02-03 09:28:30.740783,Dallas,Texas,32.7935,-96.7667
San Francisco_Salt Lake City,Trip_3,2022-02-03 10:31:53.283106,Sacramento,California,38.5677,-121.4685
Chicago_Dallas,Trip_3,2022-02-03 10:58:35.553586,Springfield,Illinois,39.7709,-89.654
Portland_Los Angeles,Trip_3,2022-02-03 11:32:33.738059,Redding,California,40.5698,-122.365
Phoenix_San Antonio,Trip_3,2022-02-03 13:43:18.870509,Van Horn,Texas,31.0407,-104.8341
San Francisco_Salt Lake City,Trip_3,2022-02-03 17:57:06.240857,Davis,California,38.5553,-121.737
Dallas_Salt Lake City,Trip_3,2022-02-04 02:31:25.916504,Denton,Texas,33.2175,-97.1418
Phoenix_San Antonio,Trip_3,2022-02-04 03:33:08.996828,Fort Stockton,Texas,30.8926,-102.8842
Portland_Los Angeles,Trip_3,2022-02-04 05:46:47.886070,Chico,California,39.7578,-121.8161
San Francisco_Salt Lake City,Trip_3,2022-02-04 07:13:06.334291,Vacaville,California,38.3587,-121.9673
Chicago_Dallas,Trip_3,2022-02-04 08:46:47.079116,Chicago,Illinois,41.8375,-87.6866
Chicago_Dallas,Trip_4,2022-02-04 08:46:47.079116,Chicago,Illinois,41.8375,-87.6866
San Francisco_Salt Lake City,Trip_3,2022-02-04 16:39:49.012416,Fairfield,California,38.2583,-122.0335
Dallas_Salt Lake City,Trip_3,2022-02-04 17:24:37.742748,Oklahoma City,Oklahoma,35.4676,-97.5136
Phoenix_San Antonio,Trip_3,2022-02-04 23:04:27.844407,Ozona,Texas,30.7074,-101.206
San Francisco_Salt Lake City,Trip_3,2022-02-05 02:00:22.055357,Oakland,California,37.7904,-122.2166
Chicago_Dallas,Trip_4,2022-02-05 03:37:55.813930,Bloomington,Illinois,40.4757,-88.9703
Portland_Los Angeles,Trip_3,2022-02-05 08:59:00.181265,Stockton,California,37.9765,-121.3109
Phoenix_San Antonio,Trip_3,2022-02-05 09:00:53.633059,Sonora,Texas,30.5707,-100.6423
San Francisco_Salt Lake City,Trip_4,2022-02-05 10:20:43.294862,San Francisco,California,37.7558,-122.4449
San Francisco_Salt Lake City,Trip_3,2022-02-05 10:20:43.294862,San Francisco,California,37.7558,-122.4449
Dallas_Salt Lake City,Trip_3,2022-02-05 10:30:10.067225,Wichita,Kansas,37.6895,-97.3443
Chicago_Dallas,Trip_4,2022-02-05 13:50:10.831837,Springfield,Illinois,39.7709,-89.654
Phoenix_San Antonio,Trip_3,2022-02-05 20:45:13.554994,Junction,Texas,30.4906,-99.7726
San Francisco_Salt Lake City,Trip_4,2022-02-05 22:18:22.213168,Oakland,California,37.7904,-122.2166
Portland_Los Angeles,Trip_3,2022-02-05 23:07:54.104839,Modesto,California,37.6375,-121.0028
Dallas_Salt Lake City,Trip_3,2022-02-06 03:11:02.410318,Salina,Kansas,38.8136,-97.6143
Phoenix_San Antonio,Trip_3,2022-02-06 05:18:31.773265,Kerrville,Texas,30.0398,-99.132
Chicago_Dallas,Trip_4,2022-02-06 09:15:14.242243,St. Louis,Missouri,38.6359,-90.2451
San Francisco_Salt Lake City,Trip_4,2022-02-06 11:21:13.300410,Fairfield,California,38.2583,-122.0335
Portland_Los Angeles,Trip_3,2022-02-06 14:30:08.539384,Merced,California,37.3057,-120.4779
Dallas_Salt Lake City,Trip_3,2022-02-06 18:32:53.776823,Hays,Kansas,38.8821,-99.3221
Phoenix_San Antonio,Trip_3,2022-02-06 20:00:00.513538,Boerne,Texas,29.7847,-98.7292
San Francisco_Salt Lake City,Trip_4,2022-02-06 22:22:35.749329,Vacaville,California,38.3587,-121.9673
San Francisco_Salt Lake City,Trip_4,2022-02-06 23:45:10.323307,Davis,California,38.5553,-121.737
Chicago_Dallas,Trip_4,2022-02-07 02:24:32.865589,Rolla,Missouri,37.9459,-91.7607
San Francisco_Salt Lake City,Trip_4,2022-02-07 04:46:00.037760,Sacramento,California,38.5677,-121.4685
Portland_Los Angeles,Trip_3,2022-02-07 06:14:31.550992,Fresno,California,36.783,-119.7939
Dallas_Salt Lake City,Trip_3,2022-02-07 11:03:33.344559,Colby,Kansas,39.3848,-101.0452
Chicago_Dallas,Trip_4,2022-02-07 14:21:47.646088,Springfield,Missouri,37.1943,-93.2916
Phoenix_San Antonio,Trip_3,2022-02-07 17:23:36.748385,San Antonio,Texas,29.4632,-98.5238
San Francisco_Salt Lake City,Trip_4,2022-02-07 17:31:35.770274,Auburn,California,38.895,-121.0777
Chicago_Dallas,Trip_4,2022-02-07 19:14:03.986747,Joplin,Missouri,37.0757,-94.5018
Portland_Los Angeles,Trip_3,2022-02-07 20:30:58.172256,Bakersfield,California,35.3529,-119.0359
Phoenix_San Antonio,Trip_3,2022-02-08 00:24:30.795532,Boerne,Texas,29.7847,-98.7292
San Francisco_Salt Lake City,Trip_4,2022-02-08 03:09:23.027707,Truckee,California,39.3455,-120.1848
Portland_Los Angeles,Trip_3,2022-02-08 08:28:14.437983,Santa Clarita,California,34.4175,-118.4964
Chicago_Dallas,Trip_4,2022-02-08 09:10:44.460437,Tulsa,Oklahoma,36.1283,-95.9042
Dallas_Salt Lake City,Trip_3,2022-02-08 13:59:36.814586,Denver,Colorado,39.762,-104.8758
Phoenix_San Antonio,Trip_3,2022-02-08 16:04:54.448273,Kerrville,Texas,30.0398,-99.132
Chicago_Dallas,Trip_4,2022-02-08 17:02:44.609739,Oklahoma City,Oklahoma,35.4676,-97.5136
Portland_Los Angeles,Trip_3,2022-02-09 00:11:56.008143,Los Angeles,California,34.1141,-118.4068
Dallas_Salt Lake City,Trip_3,2022-02-09 01:03:40.223103,Cheyenne,Wyoming,41.135,-104.7902
San Francisco_Salt Lake City,Trip_4,2022-02-09 03:08:22.971815,Fernley,Nevada,39.5627,-119.1906
Dallas_Salt Lake City,Trip_3,2022-02-09 04:59:37.214847,Laramie,Wyoming,41.3099,-105.6085
Phoenix_San Antonio,Trip_3,2022-02-09 07:07:21.682071,Junction,Texas,30.4906,-99.7726
Portland_Los Angeles,Trip_3,2022-02-09 07:32:41.805599,Los Angeles,California,34.1141,-118.4068
San Francisco_Salt Lake City,Trip_4,2022-02-09 12:21:01.331177,Winnemucca,Nevada,40.9645,-117.7247
Portland_Los Angeles,Trip_3,2022-02-09 15:27:42.335606,Santa Clarita,California,34.4175,-118.4964
Chicago_Dallas,Trip_4,2022-02-09 16:17:45.156024,Denton,Texas,33.2175,-97.1418
Chicago_Dallas,Trip_4,2022-02-09 20:10:39.930445,Dallas,Texas,32.7935,-96.7667
Dallas_Salt Lake City,Trip_3,2022-02-09 20:26:59.515099,Rawlins,Wyoming,41.7849,-107.2265
Phoenix_San Antonio,Trip_3,2022-02-09 23:45:32.907696,Sonora,Texas,30.5707,-100.6423
Portland_Los Angeles,Trip_3,2022-02-10 02:12:38.391227,Bakersfield,California,35.3529,-119.0359
San Francisco_Salt Lake City,Trip_4,2022-02-10 05:10:44.184576,Elko,Nevada,40.8381,-115.7678
Portland_Los Angeles,Trip_3,2022-02-10 09:06:13.174907,Fresno,California,36.783,-119.7939
Dallas_Salt Lake City,Trip_3,2022-02-10 10:29:54.776062,Rock Springs,Wyoming,41.5947,-109.2209
Chicago_Dallas,Trip_4,2022-02-10 10:34:42.963832,Dallas,Texas,32.7935,-96.7667
Phoenix_San Antonio,Trip_3,2022-02-10 14:14:04.283536,Ozona,Texas,30.7074,-101.206
Portland_Los Angeles,Trip_3,2022-02-10 15:38:35.680543,Merced,California,37.3057,-120.4779
Chicago_Dallas,Trip_4,2022-02-10 16:35:05.029478,Denton,Texas,33.2175,-97.1418
Dallas_Salt Lake City,Trip_3,2022-02-10 21:15:44.025248,Evanston,Wyoming,41.2602,-110.9646
San Francisco_Salt Lake City,Trip_4,2022-02-11 01:44:36.937709,Wendover,Utah,40.7241,-114.025
Dallas_Salt Lake City,Trip_3,2022-02-11 02:18:36.709702,Salt Lake City,Utah,40.7776,-111.9311
Portland_Los Angeles,Trip_3,2022-02-11 02:22:38.008891,Modesto,California,37.6375,-121.0028
Chicago_Dallas,Trip_4,2022-02-11 04:57:23.271931,Oklahoma City,Oklahoma,35.4676,-97.5136
Phoenix_San Antonio,Trip_3,2022-02-11 05:22:56.236991,Fort Stockton,Texas,30.8926,-102.8842
Portland_Los Angeles,Trip_3,2022-02-11 09:02:31.794707,Stockton,California,37.9765,-121.3109
Portland_Los Angeles,Trip_3,2022-02-11 14:57:20.489763,Sacramento,California,38.5677,-121.4685
Dallas_Salt Lake City,Trip_3,2022-02-11 16:13:17.667336,Evanston,Wyoming,41.2602,-110.9646
Phoenix_San Antonio,Trip_3,2022-02-11 19:43:33.501221,Van Horn,Texas,31.0407,-104.8341
San Francisco_Salt Lake City,Trip_4,2022-02-11 21:12:53.735007,Salt Lake City,Utah,40.7776,-111.9311
Chicago_Dallas,Trip_4,2022-02-12 02:26:32.743895,Tulsa,Oklahoma,36.1283,-95.9042
San Francisco_Salt Lake City,Trip_4,2022-02-12 10:44:12.720658,Salt Lake City,Utah,40.7776,-111.9311
Dallas_Salt Lake City,Trip_3,2022-02-12 10:48:11.249629,Rock Springs,Wyoming,41.5947,-109.2209
Chicago_Dallas,Trip_4,2022-02-12 14:01:38.916861,Joplin,Missouri,37.0757,-94.5018
Portland_Los Angeles,Trip_3,2022-02-12 14:48:51.090862,Redding,California,40.5698,-122.365
Phoenix_San Antonio,Trip_3,2022-02-12 16:44:11.170640,El Paso,Texas,31.8476,-106.43
San Francisco_Salt Lake City,Trip_4,2022-02-12 19:02:18.823654,Wendover,Utah,40.7241,-114.025
Chicago_Dallas,Trip_4,2022-02-12 19:28:44.092359,Springfield,Missouri,37.1943,-93.2916
Dallas_Salt Lake City,Trip_3,2022-02-12 21:30:30.356831,Rawlins,Wyoming,41.7849,-107.2265
Portland_Los Angeles,Trip_3,2022-02-13 01:17:08.824681,Yreka,California,41.7291,-122.6312
Phoenix_San Antonio,Trip_3,2022-02-13 02:51:54.167751,Las Cruces,New Mexico,32.3265,-106.7893
Portland_Los Angeles,Trip_3,2022-02-13 03:59:21.112016,Ashland,Oregon,42.1905,-122.6992
Dallas_Salt Lake City,Trip_3,2022-02-13 04:34:12.519726,Laramie,Wyoming,41.3099,-105.6085
San Francisco_Salt Lake City,Trip_4,2022-02-13 04:43:18.367852,Elko,Nevada,40.8381,-115.7678
Chicago_Dallas,Trip_4,2022-02-13 05:00:26.882863,Rolla,Missouri,37.9459,-91.7607
Dallas_Salt Lake City,Trip_3,2022-02-13 07:44:16.415250,Cheyenne,Wyoming,41.135,-104.7902
Phoenix_San Antonio,Trip_3,2022-02-13 12:16:02.735816,Deming,New Mexico,32.2631,-107.7525
Portland_Los Angeles,Trip_3,2022-02-13 12:23:15.851574,Medford,Oregon,42.3372,-122.854
Chicago_Dallas,Trip_4,2022-02-13 12:48:42.897865,St. Louis,Missouri,38.6359,-90.2451
Portland_Los Angeles,Trip_3,2022-02-13 19:30:29.243443,Roseburg,Oregon,43.2231,-123.352
Chicago_Dallas,Trip_4,2022-02-13 23:43:50.979291,Springfield,Illinois,39.7709,-89.654
San Francisco_Salt Lake City,Trip_4,2022-02-14 02:01:03.443900,Winnemucca,Nevada,40.9645,-117.7247
Phoenix_San Antonio,Trip_3,2022-02-14 04:07:21.105368,Lordsburg,New Mexico,32.3438,-108.7021
Chicago_Dallas,Trip_4,2022-02-14 09:26:29.174146,Bloomington,Illinois,40.4757,-88.9703
Portland_Los Angeles,Trip_3,2022-02-14 09:27:28.241786,Eugene,Oregon,44.0564,-123.1174
San Francisco_Salt Lake City,Trip_4,2022-02-14 14:19:21.942726,Fernley,Nevada,39.5627,-119.1906
Portland_Los Angeles,Trip_3,2022-02-14 14:24:25.462801,Salem,Oregon,44.9233,-123.0244
Portland_Los Angeles,Trip_3,2022-02-14 18:53:09.011377,Portland,Oregon,45.5371,-122.65
Portland_Los Angeles,Trip_4,2022-02-14 18:53:09.011377,Portland,Oregon,45.5371,-122.65
San Francisco_Salt Lake City,Trip_4,2022-02-14 19:58:44.260399,Reno,Nevada,39.5497,-119.8483
Phoenix_San Antonio,Trip_3,2022-02-14 23:04:25.672951,Willcox,Arizona,32.2515,-109.8359
Dallas_Salt Lake City,Trip_3,2022-02-14 23:53:06.381399,Colby,Kansas,39.3848,-101.0452
Chicago_Dallas,Trip_4,2022-02-15 00:14:40.273168,Chicago,Illinois,41.8375,-87.6866
Chicago_Dallas,Trip_5,2022-02-15 00:14:40.273168,Chicago,Illinois,41.8375,-87.6866
San Francisco_Salt Lake City,Trip_4,2022-02-15 03:46:30.184979,Truckee,California,39.3455,-120.1848
Dallas_Salt Lake City,Trip_3,2022-02-15 11:10:59.753713,Hays,Kansas,38.8821,-99.3221
Chicago_Dallas,Trip_5,2022-02-15 12:35:46.993117,Bloomington,Illinois,40.4757,-88.9703
Phoenix_San Antonio,Trip_3,2022-02-15 16:20:24.788386,Benson,Arizona,31.9157,-110.3257
Dallas_Salt Lake City,Trip_3,2022-02-15 17:27:08.784378,Salina,Kansas,38.8136,-97.6143
Phoenix_San Antonio,Trip_3,2022-02-15 19:08:08.414582,Tucson,Arizona,32.1541,-110.8787
San Francisco_Salt Lake City,Trip_4,2022-02-15 19:30:08.724949,Auburn,California,38.895,-121.0777
Portland_Los Angeles,Trip_4,2022-02-15 23:25:16.305306,Eugene,Oregon,44.0564,-123.1174
Chicago_Dallas,Trip_5,2022-02-16 04:27:41.010223,Springfield,Illinois,39.7709,-89.654
Dallas_Salt Lake City,Trip_3,2022-02-16 05:23:57.708949,Wichita,Kansas,37.6895,-97.3443
Portland_Los Angeles,Trip_4,2022-02-16 05:38:35.885142,Roseburg,Oregon,43.2231,-123.352
San Francisco_Salt Lake City,Trip_4,2022-02-16 07:41:42.277168,Sacramento,California,38.5677,-121.4685
Phoenix_San Antonio,Trip_3,2022-02-16 09:48:29.935484,Phoenix,Arizona,33.5722,-112.0892
Phoenix_San Antonio,Trip_4,2022-02-16 09:48:29.935484,Phoenix,Arizona,33.5722,-112.0892
San Francisco_Salt Lake City,Trip_4,2022-02-16 11:42:07.658989,Davis,California,38.5553,-121.737
Chicago_Dallas,Trip_5,2022-02-16 14:32:17.009080,St. Louis,Missouri,38.6359,-90.2451
Portland_Los Angeles,Trip_4,2022-02-16 19:12:49.707518,Medford,Oregon,42.3372,-122.854
Dallas_Salt Lake City,Trip_3,2022-02-16 21:24:21.702786,Oklahoma City,Oklahoma,35.4676,-97.5136
Portland_Los Angeles,Trip_4,2022-02-16 23:25:17.710221,Ashland,Oregon,42.1905,-122.6992
San Francisco_Salt Lake City,Trip_4,2022-02-17 03:27:49.909667,Vacaville,California,38.3587,-121.9673
Chicago_Dallas,Trip_5,2022-02-17 03:42:14.754558,Rolla,Missouri,37.9459,-91.7607
Phoenix_San Antonio,Trip_4,2022-02-17 05:41:27.520250,Tucson,Arizona,32.1541,-110.8787
Portland_Los Angeles,Trip_4,2022-02-17 10:57:41.125529,Yreka,California,41.7291,-122.6312
Chicago_Dallas,Trip_5,2022-02-17 12:32:05.714709,Springfield,Missouri,37.1943,-93.2916
Dallas_Salt Lake City,Trip_3,2022-02-17 15:19:08.629388,Denton,Texas,33.2175,-97.1418
Phoenix_San Antonio,Trip_4,2022-02-17 20:23:22.257781,Benson,Arizona,31.9157,-110.3257
Chicago_Dallas,Trip_5,2022-02-17 20:33:22.863790,Joplin,Missouri,37.0757,-94.5018
Portland_Los Angeles,Trip_4,2022-02-18 00:44:02.213484,Redding,California,40.5698,-122.365
San Francisco_Salt Lake City,Trip_4,2022-02-18 02:42:35.239646,Oakland,California,37.7904,-122.2166
Dallas_Salt Lake City,Trip_4,2022-02-18 05:58:19.029479,Dallas,Texas,32.7935,-96.7667
Dallas_Salt Lake City,Trip_3,2022-02-18 05:58:19.029479,Dallas,Texas,32.7935,-96.7667
Chicago_Dallas,Trip_5,2022-02-18 06:13:23.514384,Tulsa,Oklahoma,36.1283,-95.9042
San Francisco_Salt Lake City,Trip_4,2022-02-18 11:23:59.136600,San Francisco,California,37.7558,-122.4449
San Francisco_Salt Lake City,Trip_5,2022-02-18 11:23:59.136600,San Francisco,California,37.7558,-122.4449
Phoenix_San Antonio,Trip_4,2022-02-18 11:28:49.148226,Willcox,Arizona,32.2515,-109.8359
Portland_Los Angeles,Trip_4,2022-02-18 12:46:26.385514,Chico,California,39.7578,-121.8161
Dallas_Salt Lake City,Trip_4,2022-02-18 13:17:33.223497,Denton,Texas,33.2175,-97.1418
Chicago_Dallas,Trip_5,2022-02-18 15:05:36.295769,Oklahoma City,Oklahoma,35.4676,-97.5136
San Francisco_Salt Lake City,Trip_5,2022-02-18 20:15:16.600500,Oakland,California,37.7904,-122.2166
Portland_Los Angeles,Trip_4,2022-02-18 22:15:12.990717,Sacramento,California,38.5677,-121.4685
Phoenix_San Antonio,Trip_4,2022-02-19 00:33:10.421819,Lordsburg,New Mexico,32.3438,-108.7021
Dallas_Salt Lake City,Trip_4,2022-02-19 03:15:09.886808,Oklahoma City,Oklahoma,35.4676,-97.5136
Chicago_Dallas,Trip_5,2022-02-19 04:50:29.872006,Denton,Texas,33.2175,-97.1418
San Francisco_Salt Lake City,Trip_5,2022-02-19 06:51:28.928661,Fairfield,California,38.2583,-122.0335
San Francisco_Salt Lake City,Trip_5,2022-02-19 07:57:11.812744,Vacaville,California,38.3587,-121.9673
Portland_Los Angeles,Trip_4,2022-02-19 14:28:52.049491,Stockton,California,37.9765,-121.3109
San Francisco_Salt Lake City,Trip_5,2022-02-19 14:30:46.810083,Davis,California,38.5553,-121.737
San Francisco_Salt Lake City,Trip_5,2022-02-19 17:01:53.100435,Sacramento,California,38.5677,-121.4685
Dallas_Salt Lake City,Trip_4,2022-02-19 17:11:48.744785,Wichita,Kansas,37.6895,-97.3443
Portland_Los Angeles,Trip_4,2022-02-19 17:38:24.500130,Modesto,California,37.6375,-121.0028
San Francisco_Salt Lake City,Trip_5,2022-02-19 21:05:43.973614,Auburn,California,38.895,-121.0777
Chicago_Dallas,Trip_5,2022-02-19 21:32:13.946422,Dallas,Texas,32.7935,-96.7667
Chicago_Dallas,Trip_5,2022-02-20 03:42:16.707703,Dallas,Texas,32.7935,-96.7667
Phoenix_San Antonio,Trip_4,2022-02-20 05:15:51.001915,Las Cruces,New Mexico,32.3265,-106.7893
San Francisco_Salt Lake City,Trip_5,2022-02-20 06:18:49.604166,Truckee,California,39.3455,-120.1848
Portland_Los Angeles,Trip_4,2022-02-20 06:47:35.518495,Merced,California,37.3057,-120.4779
Chicago_Dallas,Trip_5,2022-02-20 07:40:37.303785,Denton,Texas,33.2175,-97.1418
Phoenix_San Antonio,Trip_4,2022-02-20 10:18:25.717080,El Paso,Texas,31.8476,-106.43
San Francisco_Salt Lake City,Trip_5,2022-02-20 12:43:43.666055,Reno,Nevada,39.5497,-119.8483
Portland_Los Angeles,Trip_4,2022-02-20 19:24:07.931846,Fresno,California,36.783,-119.7939
San Francisco_Salt Lake City,Trip_5,2022-02-20 23:31:53.275738,Fernley,Nevada,39.5627,-119.1906
Dallas_Salt Lake City,Trip_4,2022-02-21 00:38:28.595569,Colby,Kansas,39.3848,-101.0452
